Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
114-35-5271,B,Ankara,Normal,Female,Electronic accessories,58,8,23,486,2/7/2019,15:06,Cash,463,5,23,8.1
607-76-6216,C,Izmir,Member,Female,Fashion accessories,92,5,23,486,3/2/2019,16:35,Credit card,462,5,23,8.6
715-20-1673,B,Ankara,Normal,Male,Electronic accessories,28,5,7,149,3/6/2019,20:57,Cash,142,5,7,9.4
811-35-1094,B,Ankara,Member,Male,Electronic accessories,50,6,15,318,2/6/2019,15:16,Credit card,303,5,15,8.9
699-88-1972,B,Ankara,Normal,Male,Health and beauty,99,8,40,833,1/28/2019,17:47,Credit card,793,5,40,4.2
781-84-8059,C,Izmir,Normal,Male,Fashion accessories,61,7,21,446,1/18/2019,16:23,Ewallet,425,5,21,5
409-49-6995,C,Izmir,Member,Female,Food and beverages,47,6,14,298,2/5/2019,10:17,Cash,284,5,14,8.8
725-54-0677,C,Izmir,Member,Male,Health and beauty,86,7,30,629,3/2/2019,13:50,Cash,599,5,30,5.3
146-09-5432,A,Istanbul,Member,Male,Food and beverages,35,9,16,331,2/9/2019,19:17,Ewallet,315,5,16,4.6
377-79-7592,C,Izmir,Member,Female,Electronic accessories,45,9,20,424,1/14/2019,14:00,Credit card,404,5,20,7.5
509-10-0516,B,Ankara,Normal,Male,Home and lifestyle,46,4,9,193,2/9/2019,12:02,Ewallet,184,5,9,5.1
595-94-9924,A,Istanbul,Member,Female,Health and beauty,28,5,7,146,3/26/2019,20:21,Credit card,139,5,7,4.2
865-41-9075,A,Istanbul,Normal,Male,Food and beverages,12,7,4,85,1/28/2019,17:35,Cash,81,5,4,8.1
545-07-8534,C,Izmir,Normal,Female,Health and beauty,58,2,6,122,2/14/2019,12:42,Ewallet,117,5,6,6
118-62-1812,C,Izmir,Member,Female,Home and lifestyle,78,4,16,329,3/24/2019,17:56,Cash,314,5,16,7.9
450-42-3339,C,Izmir,Normal,Male,Health and beauty,85,10,42,888,2/9/2019,18:58,Credit card,846,5,42,8.8
851-98-3555,B,Ankara,Normal,Female,Health and beauty,83,5,21,435,3/24/2019,14:08,Credit card,414,5,21,6.6
186-71-5196,A,Istanbul,Member,Female,Food and beverages,80,2,8,167,3/27/2019,16:30,Ewallet,159,5,8,6.2
624-01-8356,B,Ankara,Normal,Female,Home and lifestyle,49,10,25,515,1/27/2019,10:44,Credit card,490,5,25,4.2
313-66-9943,B,Ankara,Member,Female,Food and beverages,29,3,4,92,3/27/2019,20:29,Credit card,87,5,4,7.3
151-27-8496,C,Izmir,Normal,Female,Electronic accessories,56,4,11,236,1/19/2019,11:43,Ewallet,225,5,11,8.6
453-33-6436,A,Istanbul,Normal,Female,Home and lifestyle,93,8,37,782,2/7/2019,10:09,Cash,745,5,37,6.8
522-57-8364,A,Istanbul,Member,Male,Fashion accessories,51,8,21,431,1/31/2019,10:00,Ewallet,411,5,21,7.6
459-45-2396,A,Istanbul,Member,Female,Food and beverages,100,3,15,314,2/25/2019,18:45,Cash,299,5,15,5.8
717-96-4189,C,Izmir,Normal,Female,Electronic accessories,35,6,11,224,2/2/2019,12:40,Cash,213,5,11,4.1
722-13-2115,C,Izmir,Member,Male,Sports and travel,43,1,2,45,3/14/2019,15:36,Credit card,43,5,2,9.3
749-81-8133,A,Istanbul,Normal,Female,Fashion accessories,95,4,19,398,3/11/2019,12:04,Cash,379,5,19,6.8
777-67-2495,B,Ankara,Normal,Male,Home and lifestyle,69,3,10,217,2/22/2019,11:26,Ewallet,207,5,10,8.7
636-98-3364,B,Ankara,Member,Female,Electronic accessories,26,3,4,83,3/2/2019,12:36,Ewallet,79,5,4,6.3
246-55-6923,C,Izmir,Member,Female,Home and lifestyle,36,9,16,338,3/10/2019,15:06,Credit card,322,5,16,5.1
181-82-6255,B,Ankara,Normal,Female,Home and lifestyle,16,6,5,103,2/8/2019,10:58,Cash,98,5,5,7
838-02-1821,C,Izmir,Member,Female,Home and lifestyle,13,2,1,27,2/22/2019,12:10,Credit card,25,5,1,5.2
887-42-0517,C,Izmir,Normal,Female,Sports and travel,83,7,29,611,1/10/2019,10:31,Credit card,582,5,29,6.6
457-12-0244,C,Izmir,Member,Female,Sports and travel,35,6,11,222,3/14/2019,13:49,Ewallet,211,5,11,6.5
226-34-0034,B,Ankara,Normal,Female,Electronic accessories,14,4,3,58,1/10/2019,11:10,Ewallet,55,5,3,9
321-49-7382,B,Ankara,Member,Male,Sports and travel,88,1,4,93,2/15/2019,17:38,Credit card,88,5,4,5.2
397-25-8725,A,Istanbul,Member,Female,Health and beauty,40,9,18,374,1/13/2019,17:54,Credit card,357,5,18,6.8
431-66-2305,B,Ankara,Normal,Female,Electronic accessories,88,9,40,834,2/15/2019,20:51,Credit card,794,5,40,7.6
825-94-5922,B,Ankara,Normal,Male,Sports and travel,25,2,3,53,3/2/2019,19:26,Ewallet,51,5,3,7.2
641-62-7288,B,Ankara,Normal,Male,Home and lifestyle,100,6,30,630,3/24/2019,13:33,Ewallet,600,5,30,7.1
756-93-1854,C,Izmir,Member,Female,Fashion accessories,83,2,8,175,2/2/2019,14:05,Credit card,167,5,8,9.5
243-55-8457,A,Istanbul,Normal,Female,Food and beverages,74,10,37,782,2/27/2019,11:40,Ewallet,744,5,37,5.1
458-10-8612,C,Izmir,Normal,Male,Health and beauty,64,7,22,471,1/20/2019,12:27,Ewallet,449,5,22,7.6
501-61-1753,B,Ankara,Normal,Female,Home and lifestyle,63,6,19,398,1/3/2019,20:24,Ewallet,379,5,19,9.8
235-06-8510,C,Izmir,Member,Male,Home and lifestyle,86,3,13,270,1/24/2019,20:59,Ewallet,257,5,13,5.1
433-08-7822,C,Izmir,Normal,Female,Health and beauty,79,7,28,580,1/5/2019,19:48,Ewallet,552,5,28,7.5
361-85-2571,A,Istanbul,Normal,Female,Sports and travel,89,5,22,470,3/30/2019,10:18,Cash,447,5,22,7.4
131-70-8179,A,Istanbul,Member,Female,Health and beauty,92,3,14,290,2/17/2019,16:27,Cash,276,5,14,4.2
500-02-2261,C,Izmir,Normal,Female,Food and beverages,57,6,17,361,3/21/2019,17:04,Ewallet,344,5,17,5.9
720-72-2436,A,Istanbul,Normal,Male,Food and beverages,67,4,13,279,3/2/2019,18:14,Ewallet,266,5,13,6.9
702-83-5291,C,Izmir,Member,Male,Fashion accessories,100,9,45,943,3/27/2019,10:43,Cash,898,5,45,6.6
809-69-9497,A,Istanbul,Normal,Female,Home and lifestyle,46,10,23,480,1/19/2019,19:30,Ewallet,457,5,23,5.7
449-16-6770,A,Istanbul,Normal,Male,Health and beauty,51,5,13,267,2/19/2019,14:53,Credit card,254,5,13,5.3
333-23-2632,A,Istanbul,Member,Male,Health and beauty,10,7,4,74,3/28/2019,20:14,Cash,71,5,4,4.2
489-82-1237,A,Istanbul,Normal,Female,Electronic accessories,94,7,33,690,1/5/2019,11:51,Credit card,657,5,33,7.3
859-97-6048,C,Izmir,Member,Male,Electronic accessories,84,2,8,177,3/26/2019,14:13,Credit card,169,5,8,5.3
676-10-2200,B,Ankara,Member,Male,Fashion accessories,54,1,3,56,2/3/2019,20:13,Ewallet,54,5,3,4.7
373-88-1424,C,Izmir,Member,Male,Home and lifestyle,36,5,9,188,2/6/2019,18:44,Ewallet,179,5,9,7.9
365-16-4334,B,Ankara,Normal,Female,Food and beverages,26,8,11,222,2/24/2019,14:26,Ewallet,211,5,11,8.9
503-21-4385,B,Ankara,Member,Male,Health and beauty,40,3,6,126,2/21/2019,12:40,Ewallet,120,5,6,9.3
305-89-2768,B,Ankara,Member,Female,Home and lifestyle,22,3,3,69,1/9/2019,18:43,Ewallet,66,5,3,4.7
574-80-1489,B,Ankara,Member,Female,Food and beverages,63,4,13,264,2/25/2019,13:22,Ewallet,251,5,13,8.7
784-08-0310,C,Izmir,Member,Female,Food and beverages,21,4,4,88,1/13/2019,13:58,Cash,84,5,4,7.6
200-40-6154,B,Ankara,Member,Male,Home and lifestyle,66,6,20,415,2/9/2019,11:45,Cash,395,5,20,5.7
846-10-0341,A,Istanbul,Normal,Female,Fashion accessories,43,7,15,313,1/6/2019,11:51,Cash,298,5,15,6.8
577-34-7579,C,Izmir,Member,Male,Food and beverages,50,9,23,477,1/10/2019,17:16,Cash,454,5,23,5.4
430-02-3888,B,Ankara,Normal,Male,Electronic accessories,46,6,14,290,2/7/2019,15:55,Cash,276,5,14,7.1
867-47-1948,C,Izmir,Normal,Female,Home and lifestyle,16,10,8,166,1/9/2019,12:07,Cash,158,5,8,7.8
384-59-6655,A,Istanbul,Member,Female,Food and beverages,99,9,44,932,2/19/2019,15:07,Cash,888,5,44,8.4
256-58-3609,C,Izmir,Member,Male,Fashion accessories,92,1,5,97,3/18/2019,15:29,Cash,92,5,5,9.8
324-92-3863,A,Istanbul,Member,Male,Electronic accessories,21,2,2,44,2/5/2019,18:45,Cash,42,5,2,9.8
593-08-5916,A,Istanbul,Normal,Female,Fashion accessories,16,1,1,16,3/19/2019,15:23,Credit card,16,5,1,7.4
364-34-2972,C,Izmir,Member,Male,Electronic accessories,97,3,15,305,3/30/2019,20:37,Cash,290,5,15,6.7
794-42-3736,B,Ankara,Normal,Male,Food and beverages,33,2,3,70,1/26/2019,14:41,Credit card,67,5,3,6.4
172-42-8274,B,Ankara,Normal,Female,Electronic accessories,38,2,4,80,3/2/2019,18:18,Credit card,77,5,4,5.8
558-60-5016,A,Istanbul,Normal,Female,Home and lifestyle,33,9,15,315,3/4/2019,15:27,Ewallet,300,5,15,7.2
195-06-0432,A,Istanbul,Member,Male,Home and lifestyle,81,3,12,255,1/13/2019,12:55,Credit card,243,5,12,9.3
605-03-2706,A,Istanbul,Normal,Female,Health and beauty,16,3,2,50,3/25/2019,18:02,Cash,47,5,2,9.5
214-30-2776,B,Ankara,Member,Female,Electronic accessories,34,5,9,181,3/11/2019,19:44,Credit card,172,5,9,9
746-04-1077,B,Ankara,Member,Female,Food and beverages,85,10,42,889,1/1/2019,11:36,Credit card,846,5,42,9
448-34-8700,B,Ankara,Member,Male,Home and lifestyle,37,7,13,271,2/10/2019,13:51,Ewallet,258,5,13,6.7
452-04-8808,B,Ankara,Normal,Male,Electronic accessories,87,7,30,640,1/26/2019,15:17,Cash,610,5,30,5.5
531-56-4728,A,Istanbul,Normal,Male,Home and lifestyle,80,3,12,252,2/11/2019,15:29,Cash,240,5,12,5.4
744-82-9138,C,Izmir,Normal,Male,Fashion accessories,86,2,9,181,2/7/2019,17:59,Cash,172,5,9,8.2
883-69-1285,B,Ankara,Member,Male,Fashion accessories,50,2,5,105,3/6/2019,11:55,Credit card,100,5,5,7
221-25-5073,A,Istanbul,Normal,Female,Food and beverages,75,4,15,314,3/4/2019,10:39,Cash,299,5,15,8.5
518-71-6847,B,Ankara,Member,Male,Food and beverages,27,6,8,168,2/26/2019,15:10,Ewallet,160,5,8,4.9
156-20-0370,B,Ankara,Normal,Female,Electronic accessories,25,1,1,27,3/10/2019,18:10,Credit card,25,5,1,5.1
151-33-7434,B,Ankara,Normal,Female,Food and beverages,68,1,3,71,2/4/2019,20:43,Credit card,68,5,3,6.5
728-47-9078,C,Izmir,Member,Male,Food and beverages,60,4,12,250,1/19/2019,12:46,Cash,238,5,12,9.8
809-46-1866,A,Istanbul,Normal,Male,Health and beauty,58,4,12,244,1/23/2019,17:44,Cash,233,5,12,8.4
139-32-4183,A,Istanbul,Member,Female,Sports and travel,97,9,44,921,3/14/2019,14:19,Ewallet,877,5,44,7.4
148-41-7930,C,Izmir,Normal,Male,Health and beauty,100,7,35,735,1/23/2019,10:33,Cash,700,5,35,6.1
189-40-5216,C,Izmir,Normal,Male,Electronic accessories,96,7,34,708,1/9/2019,11:40,Cash,675,5,34,6
374-38-5555,B,Ankara,Normal,Female,Fashion accessories,64,5,16,334,2/7/2019,19:30,Ewallet,319,5,16,8.5
764-44-8999,B,Ankara,Normal,Female,Health and beauty,15,2,1,31,2/18/2019,14:42,Ewallet,30,5,1,4.3
552-44-5977,B,Ankara,Member,Male,Health and beauty,62,8,25,521,1/3/2019,19:08,Credit card,496,5,25,6.2
267-62-7380,C,Izmir,Member,Male,Electronic accessories,82,10,41,865,3/29/2019,19:12,Ewallet,823,5,41,4.3
430-53-4718,B,Ankara,Member,Male,Health and beauty,75,8,30,633,1/28/2019,15:46,Credit card,603,5,30,8.4
886-18-2897,A,Istanbul,Normal,Female,Food and beverages,57,5,14,297,3/22/2019,19:06,Credit card,283,5,14,4.5
602-16-6955,B,Ankara,Normal,Female,Sports and travel,77,10,38,804,1/24/2019,18:10,Ewallet,766,5,38,6
745-74-0715,A,Istanbul,Normal,Male,Electronic accessories,58,2,6,122,3/10/2019,20:46,Ewallet,116,5,6,8.8
690-01-6631,B,Ankara,Normal,Male,Fashion accessories,17,10,9,184,2/22/2019,18:35,Ewallet,175,5,9,6.6
652-49-6720,C,Izmir,Member,Female,Electronic accessories,61,1,3,64,2/18/2019,11:40,Ewallet,61,5,3,5.9
233-67-5758,C,Izmir,Normal,Male,Health and beauty,40,1,2,42,1/29/2019,13:46,Ewallet,40,5,2,6.2
303-96-2227,B,Ankara,Normal,Female,Home and lifestyle,97,10,49,1022,3/2/2019,17:16,Ewallet,974,5,49,4.4
727-02-1313,A,Istanbul,Member,Male,Food and beverages,32,1,2,33,2/9/2019,13:22,Cash,32,5,2,7.7
347-56-2442,A,Istanbul,Normal,Male,Home and lifestyle,66,1,3,69,2/22/2019,15:33,Cash,66,5,3,4.1
849-09-3807,A,Istanbul,Member,Female,Fashion accessories,88,7,31,649,2/18/2019,13:28,Cash,618,5,31,6.6
